tanggal,harga_oz,kurs_oz,idr_oz,harga_gr,kurs_gr,idr_gr,update_asli
07 Febuari 2024,"2.039,14 (-585,35)","15.734,00 (-428,00)",32.083.829,"65,56","15.734,00","1.031.519 (-332.219,41)","07 Febuari 2024, pukul 23:59"
08 Febuari 2024,"2.030,69 (-593,80)","15.734,00 (-428,00)",31.950.876,"65,29","15.734,00","1.027.245 (-336.493,92)","08 Febuari 2024, pukul 23:59"
09 Febuari 2024,"2.020,96 (-603,53)","15.734,00 (-428,00)",31.797.785,"64,98","15.734,00","1.022.323 (-341.415,94)","09 Febuari 2024, pukul 23:59"
10 Febuari 2024,"2.024,50 (-599,99)","15.734,00 (-428,00)",31.853.483,"65,09","15.734,00","1.024.113 (-339.625,20)","10 Febuari 2024, pukul 23:59"
11 Febuari 2024,"2.024,50 (-599,99)","15.734,00 (-428,00)",31.853.483,"65,09","15.734,00","1.024.113 (-339.625,20)","11 Febuari 2024, pukul 23:59"
12 Febuari 2024,"2.015,64 (-608,85)","15.685,00 (-477,00)",31.615.313,"64,80","15.685,00","1.016.456 (-347.282,53)","12 Febuari 2024, pukul 23:59"
13 Febuari 2024,"1.994,74 (-629,75)","15.612,00 (-550,00)",31.141.881,"64,13","15.612,00","1.001.235 (-362.503,73)","13 Febuari 2024, pukul 23:59"
14 Febuari 2024,"1.992,82 (-631,67)","15.612,00 (-550,00)",31.111.906,"64,07","15.612,00","1.000.271 (-363.467,45)","14 Febuari 2024, pukul 23:59"
15 Febuari 2024,"1.999,20 (-625,29)","15.585,00 (-577,00)",31.157.532,"64,28","15.585,00","1.001.738 (-362.000,54)","15 Febuari 2024, pukul 23:59"
16 Febuari 2024,"2.009,09 (-615,40)","15.606,00 (-556,00)",31.353.859,"64,59","15.606,00","1.008.050 (-355.688,49)","16 Febuari 2024, pukul 23:59"
17 Febuari 2024,"2.013,00 (-611,49)","15.606,00 (-556,00)",31.414.878,"64,72","15.606,00","1.010.012 (-353.726,67)","17 Febuari 2024, pukul 23:59"
18 Febuari 2024,"2.013,00 (-611,49)","15.606,00 (-556,00)",31.414.878,"64,72","15.606,00","1.010.012 (-353.726,67)","18 Febuari 2024, pukul 23:59"
19 Febuari 2024,"2.016,19 (-608,30)","15.654,00 (-508,00)",31.561.438,"64,82","15.654,00","1.014.724 (-349.014,65)","19 Febuari 2024, pukul 23:59"
20 Febuari 2024,"2.027,13 (-597,36)","15.630,00 (-532,00)",31.684.042,"65,17","15.630,00","1.018.666 (-345.072,85)","20 Febuari 2024, pukul 23:59"
21 Febuari 2024,"2.024,41 (-600,08)","15.659,00 (-503,00)",31.700.236,"65,09","15.659,00","1.019.186 (-344.552,19)","21 Febuari 2024, pukul 23:59"
22 Febuari 2024,"2.020,77 (-603,72)","15.658,00 (-504,00)",31.641.217,"64,97","15.658,00","1.017.289 (-346.449,72)","22 Febuari 2024, pukul 23:59"
23 Febuari 2024,"2.038,19 (-586,30)","15.630,00 (-532,00)",31.856.910,"65,53","15.630,00","1.024.223 (-339.515,02)","23 Febuari 2024, pukul 23:59"
24 Febuari 2024,"2.035,57 (-588,92)","15.630,00 (-532,00)",31.815.959,"65,45","15.630,00","1.022.907 (-340.831,62)","24 Febuari 2024, pukul 23:59"
25 Febuari 2024,"2.035,57 (-588,92)","15.630,00 (-532,00)",31.815.959,"65,45","15.630,00","1.022.907 (-340.831,62)","25 Febuari 2024, pukul 23:59"
26 Febuari 2024,"2.027,94 (-596,55)","15.589,00 (-573,00)",31.613.557,"65,20","15.589,00","1.016.399 (-347.339,01)","26 Febuari 2024, pukul 23:59"
27 Febuari 2024,"2.032,90 (-591,59)","15.635,00 (-527,00)",31.784.392,"65,36","15.635,00","1.021.892 (-341.846,54)","27 Febuari 2024, pukul 23:59"
28 Febuari 2024,"2.033,12 (-591,37)","15.655,00 (-507,00)",31.828.494,"65,37","15.655,00","1.023.310 (-340.428,62)","28 Febuari 2024, pukul 23:59"
29 Febuari 2024,"2.045,83 (-578,66)","15.673,00 (-489,00)",32.064.294,"65,77","15.673,00","1.030.891 (-332.847,48)","29 Febuari 2024, pukul 23:59"
01 Maret 2024,"2.081,20 (-543,29)","15.715,00 (-447,00)",32.706.058,"66,91","15.715,00","1.051.524 (-312.214,27)","01 Maret 2024, pukul 23:59"
02 Maret 2024,"2.082,55 (-541,94)","15.715,00 (-447,00)",32.727.273,"66,96","15.715,00","1.052.206 (-311.532,19)","02 Maret 2024, pukul 23:59"
03 Maret 2024,"2.082,55 (-541,94)","15.715,00 (-447,00)",32.727.273,"66,96","15.715,00","1.052.206 (-311.532,19)","03 Maret 2024, pukul 23:59"
04 Maret 2024,"2.118,09 (-506,40)","15.696,00 (-466,00)",33.245.541,"68,10","15.696,00","1.068.869 (-294.869,50)","04 Maret 2024, pukul 23:59"
05 Maret 2024,"2.126,98 (-497,51)","15.723,00 (-439,00)",33.442.507,"68,38","15.723,00","1.075.202 (-288.536,90)","05 Maret 2024, pukul 23:59"
06 Maret 2024,"2.146,97 (-477,52)","15.756,00 (-406,00)",33.827.659,"69,03","15.756,00","1.087.585 (-276.153,95)","06 Maret 2024, pukul 23:59"
07 Maret 2024,"2.156,44 (-468,05)","15.723,00 (-439,00)",33.905.706,"69,33","15.723,00","1.090.094 (-273.644,69)","07 Maret 2024, pukul 23:59"
08 Maret 2024,"2.179,67 (-444,82)","15.658,00 (-504,00)",34.129.273,"70,08","15.658,00","1.097.282 (-266.456,85)","08 Maret 2024, pukul 23:59"
09 Maret 2024,"2.178,80 (-445,69)","15.658,00 (-504,00)",34.115.650,"70,05","15.658,00","1.096.844 (-266.894,82)","09 Maret 2024, pukul 23:59"
10 Maret 2024,"2.178,80 (-445,69)","15.658,00 (-504,00)",34.115.650,"70,05","15.658,00","1.096.844 (-266.894,82)","10 Maret 2024, pukul 23:59"
11 Maret 2024,"2.181,29 (-443,20)","15.658,00 (-504,00)",34.154.639,"70,13","15.658,00","1.098.097 (-265.641,32)","11 Maret 2024, pukul 23:59"
12 Maret 2024,"2.165,73 (-458,76)","15.658,00 (-504,00)",33.911.000,"69,63","15.658,00","1.090.264 (-273.474,48)","12 Maret 2024, pukul 23:59"
13 Maret 2024,"2.174,05 (-450,44)","15.603,00 (-559,00)",33.921.702,"69,90","15.603,00","1.090.608 (-273.130,41)","13 Maret 2024, pukul 23:59"
14 Maret 2024,"2.158,94 (-465,55)","15.576,00 (-586,00)",33.627.649,"69,41","15.576,00","1.081.154 (-282.584,42)","14 Maret 2024, pukul 23:59"
15 Maret 2024,"2.158,61 (-465,88)","15.582,00 (-580,00)",33.635.461,"69,40","15.582,00","1.081.405 (-282.333,27)","15 Maret 2024, pukul 23:59"
16 Maret 2024,"2.156,08 (-468,41)","15.582,00 (-580,00)",33.596.039,"69,32","15.582,00","1.080.138 (-283.600,73)","16 Maret 2024, pukul 23:59"
17 Maret 2024,"2.156,08 (-468,41)","15.582,00 (-580,00)",33.596.039,"69,32","15.582,00","1.080.138 (-283.600,73)","17 Maret 2024, pukul 23:59"
18 Maret 2024,"2.159,78 (-464,71)","15.624,00 (-538,00)",33.744.403,"69,44","15.624,00","1.084.908 (-278.830,71)","18 Maret 2024, pukul 23:59"
19 Maret 2024,"2.153,89 (-470,60)","15.672,00 (-490,00)",33.755.764,"69,25","15.672,00","1.085.273 (-278.465,44)","19 Maret 2024, pukul 23:59"
20 Maret 2024,"2.158,08 (-466,41)","15.712,00 (-450,00)",33.907.753,"69,38","15.712,00","1.090.160 (-273.578,88)","20 Maret 2024, pukul 23:59"
21 Maret 2024,"2.180,00 (-444,49)","15.727,00 (-435,00)",34.284.860,"70,09","15.727,00","1.102.284 (-261.454,61)","21 Maret 2024, pukul 23:59"
22 Maret 2024,"2.162,53 (-461,96)","15.662,00 (-500,00)",33.869.545,"69,53","15.662,00","1.088.931 (-274.807,30)","22 Maret 2024, pukul 23:59"
23 Maret 2024,"2.165,64 (-458,85)","15.662,00 (-500,00)",33.918.254,"69,63","15.662,00","1.090.497 (-273.241,28)","23 Maret 2024, pukul 23:59"
24 Maret 2024,"2.165,64 (-458,85)","15.662,00 (-500,00)",33.918.254,"69,63","15.662,00","1.090.497 (-273.241,28)","24 Maret 2024, pukul 23:59"
25 Maret 2024,"2.175,55 (-448,94)","15.773,00 (-389,00)",34.314.950,"69,95","15.773,00","1.103.251 (-260.487,19)","25 Maret 2024, pukul 23:59"
26 Maret 2024,"2.177,78 (-446,71)","15.795,00 (-367,00)",34.398.035,"70,02","15.795,00","1.105.923 (-257.815,95)","26 Maret 2024, pukul 23:59"
27 Maret 2024,"2.192,23 (-432,26)","15.797,00 (-365,00)",34.630.657,"70,48","15.797,00","1.113.401 (-250.336,97)","27 Maret 2024, pukul 23:58"
28 Maret 2024,"2.220,20 (-404,29)","15.853,00 (-309,00)",35.196.831,"71,38","15.853,00","1.131.604 (-232.134,07)","28 Maret 2024, pukul 23:59"
29 Maret 2024,"2.232,75 (-391,74)","15.853,00 (-309,00)",35.395.786,"71,78","15.853,00","1.138.001 (-225.737,52)","29 Maret 2024, pukul 23:59"
30 Maret 2024,"2.232,75 (-391,74)","15.853,00 (-309,00)",35.395.786,"71,78","15.853,00","1.138.001 (-225.737,52)","30 Maret 2024, pukul 23:59"
31 Maret 2024,"2.232,75 (-391,74)","15.853,00 (-309,00)",35.395.786,"71,78","15.853,00","1.138.001 (-225.737,52)","31 Maret 2024, pukul 23:59"
01 April 2024,"2.239,34 (-385,15)","15.873,00 (-289,00)",35.545.044,"72,00","15.873,00","1.142.800 (-220.938,76)","01 April 2024, pukul 23:59"
02 April 2024,"2.260,33 (-364,16)","15.909,00 (-253,00)",35.959.590,"72,67","15.909,00","1.156.128 (-207.610,79)","02 April 2024, pukul 23:59"
03 April 2024,"2.292,15 (-332,34)","15.934,00 (-228,00)",36.523.118,"73,69","15.934,00","1.174.246 (-189.492,94)","03 April 2024, pukul 23:59"
04 April 2024,"2.288,02 (-336,47)","15.923,00 (-239,00)",36.432.142,"73,56","15.923,00","1.171.321 (-192.417,88)","04 April 2024, pukul 23:59"
05 April 2024,"2.327,69 (-296,80)","15.907,00 (-255,00)",37.026.565,"74,84","15.907,00","1.190.432 (-173.306,75)","05 April 2024, pukul 23:59"
06 April 2024,"2.329,93 (-294,56)","15.907,00 (-255,00)",37.062.197,"74,91","15.907,00","1.191.577 (-172.161,17)","06 April 2024, pukul 23:59"
07 April 2024,"2.329,93 (-294,56)","15.907,00 (-255,00)",37.062.197,"74,91","15.907,00","1.191.577 (-172.161,17)","07 April 2024, pukul 23:59"
08 April 2024,"2.328,39 (-296,10)","15.907,00 (-255,00)",37.037.700,"74,86","15.907,00","1.190.790 (-172.948,76)","08 April 2024, pukul 23:59"
09 April 2024,"2.344,19 (-280,30)","15.907,00 (-255,00)",37.289.030,"75,37","15.907,00","1.198.870 (-164.868,29)","09 April 2024, pukul 23:59"
10 April 2024,"2.338,57 (-285,92)","15.907,00 (-255,00)",37.199.633,"75,19","15.907,00","1.195.996 (-167.742,48)","10 April 2024, pukul 23:59"
11 April 2024,"2.349,73 (-274,76)","15.907,00 (-255,00)",37.377.155,"75,55","15.907,00","1.201.703 (-162.035,01)","11 April 2024, pukul 23:59"
12 April 2024,"2.369,20 (-255,29)","15.907,00 (-255,00)",37.686.864,"76,17","15.907,00","1.211.661 (-152.077,63)","12 April 2024, pukul 23:59"
13 April 2024,"2.344,53 (-279,96)","15.907,00 (-255,00)",37.294.439,"75,38","15.907,00","1.199.044 (-164.694,41)","13 April 2024, pukul 23:59"
14 April 2024,"2.344,53 (-279,96)","15.907,00 (-255,00)",37.294.439,"75,38","15.907,00","1.199.044 (-164.694,41)","14 April 2024, pukul 23:59"
15 April 2024,"2.359,26 (-265,23)","15.907,00 (-255,00)",37.528.749,"75,85","15.907,00","1.206.577 (-157.161,16)","15 April 2024, pukul 23:58"
16 April 2024,"2.397,12 (-227,37)","15.873,00 (-289,00)",38.049.486,"77,07","15.873,00","1.223.319 (-140.419,08)","16 April 2024, pukul 23:59"
17 April 2024,"2.368,22 (-256,27)","16.176,00 (+14,00)",38.308.327,"76,14","16.176,00","1.231.641 (-132.097,15)","17 April 2024, pukul 23:58"
18 April 2024,"2.387,06 (-237,43)","16.240,00 (+78,00)",38.765.854,"76,75","16.240,00","1.246.351 (-117.387,29)","18 April 2024, pukul 23:58"
19 April 2024,"2.399,22 (-225,27)","16.177,00 (+15,00)",38.812.182,"77,14","16.177,00","1.247.841 (-115.897,83)","19 April 2024, pukul 23:59"
20 April 2024,"2.390,86 (-233,63)","16.177,00 (+15,00)",38.676.942,"76,87","16.177,00","1.243.493 (-120.245,89)","20 April 2024, pukul 23:59"
21 April 2024,"2.390,86 (-233,63)","16.177,00 (+15,00)",38.676.942,"76,87","16.177,00","1.243.493 (-120.245,89)","21 April 2024, pukul 23:59"
22 April 2024,"2.330,13 (-294,36)","16.280,00 (+118,00)",37.934.516,"74,92","16.280,00","1.219.623 (-144.115,43)","22 April 2024, pukul 23:59"
23 April 2024,"2.329,91 (-294,58)","16.224,00 (+62,00)",37.800.460,"74,91","16.224,00","1.215.313 (-148.425,45)","23 April 2024, pukul 23:58"
24 April 2024,"2.325,28 (-299,21)","16.244,00 (+82,00)",37.771.848,"74,76","16.244,00","1.214.393 (-149.345,33)","24 April 2024, pukul 23:59"
25 April 2024,"2.329,41 (-295,08)","16.161,00 (-1,00)",37.645.595,"74,89","16.161,00","1.210.334 (-153.404,47)","25 April 2024, pukul 23:59"
26 April 2024,"2.334,57 (-289,92)","16.208,00 (+46,00)",37.838.711,"75,06","16.208,00","1.216.543 (-147.195,66)","26 April 2024, pukul 23:59"
27 April 2024,"2.337,94 (-286,55)","16.208,00 (+46,00)",37.893.332,"75,17","16.208,00","1.218.299 (-145.439,56)","27 April 2024, pukul 23:59"
28 April 2024,"2.337,94 (-286,55)","16.208,00 (+46,00)",37.893.332,"75,17","16.208,00","1.218.299 (-145.439,56)","28 April 2024, pukul 23:59"
29 April 2024,"2.344,54 (-279,95)","16.222,00 (+60,00)",38.033.128,"75,38","16.222,00","1.222.793 (-140.945,00)","29 April 2024, pukul 23:59"
30 April 2024,"2.296,02 (-328,47)","16.249,00 (+87,00)",37.308.029,"73,82","16.249,00","1.199.481 (-164.257,47)","30 April 2024, pukul 23:59"
01 Mei 2024,"2.306,55 (-317,94)","16.249,00 (+87,00)",37.479.131,"74,16","16.249,00","1.204.982 (-158.756,41)","01 Mei 2024, pukul 23:59"
02 Mei 2024,"2.300,88 (-323,61)","16.276,00 (+114,00)",37.449.123,"73,98","16.276,00","1.204.017 (-159.721,20)","02 Mei 2024, pukul 23:59"
03 Mei 2024,"2.299,73 (-324,76)","16.202,00 (+40,00)",37.260.225,"73,94","16.202,00","1.197.944 (-165.794,39)","03 Mei 2024, pukul 23:59"
04 Mei 2024,"2.302,57 (-321,92)","16.202,00 (+40,00)",37.306.239,"74,03","16.202,00","1.199.423 (-164.315,01)","04 Mei 2024, pukul 23:59"
05 Mei 2024,"2.302,57 (-321,92)","16.202,00 (+40,00)",37.306.239,"74,03","16.202,00","1.199.423 (-164.315,01)","05 Mei 2024, pukul 23:59"
06 Mei 2024,"2.323,65 (-300,84)","16.094,00 (-68,00)",37.396.823,"74,71","16.094,00","1.202.336 (-161.402,67)","06 Mei 2024, pukul 23:58"
07 Mei 2024,"2.313,32 (-311,17)","16.025,01 (-136,99)",37.070.976,"74,37","16.025,01","1.191.860 (-171.878,90)","07 Mei 2024, pukul 23:59"
08 Mei 2024,"2.317,41 (-307,08)","16.054,00 (-108,00)",37.203.700,"74,51","16.054,00","1.196.127 (-167.611,72)","08 Mei 2024, pukul 23:59"
09 Mei 2024,"2.329,93 (-294,56)","16.054,00 (-108,00)",37.404.696,"74,91","16.054,00","1.202.589 (-161.149,55)","09 Mei 2024, pukul 23:59"
10 Mei 2024,"2.369,50 (-254,99)","16.054,00 (-108,00)",38.039.953,"76,18","16.054,00","1.223.013 (-140.725,57)","10 Mei 2024, pukul 23:59"
11 Mei 2024,"2.360,48 (-264,01)","16.054,00 (-108,00)",37.895.146,"75,89","16.054,00","1.218.357 (-145.381,22)","11 Mei 2024, pukul 23:59"
12 Mei 2024,"2.360,48 (-264,01)","16.054,00 (-108,00)",37.895.146,"75,89","16.054,00","1.218.357 (-145.381,22)","12 Mei 2024, pukul 23:59"
13 Mei 2024,"2.336,53 (-287,96)","16.081,00 (-81,00)",37.573.739,"75,12","16.081,00","1.208.024 (-155.714,70)","13 Mei 2024, pukul 23:59"
14 Mei 2024,"2.354,62 (-269,87)","16.085,00 (-77,00)",37.874.063,"75,70","16.085,00","1.217.679 (-146.059,06)","14 Mei 2024, pukul 23:59"
15 Mei 2024,"2.386,03 (-238,46)","16.131,00 (-31,00)",38.489.050,"76,71","16.131,00","1.237.452 (-126.286,76)","15 Mei 2024, pukul 23:59"
16 Mei 2024,"2.382,31 (-242,18)","16.070,00 (-92,00)",38.283.722,"76,59","16.070,00","1.230.850 (-132.888,22)","16 Mei 2024, pukul 23:59"
17 Mei 2024,"2.408,92 (-215,57)","15.944,00 (-218,00)",38.407.820,"77,45","15.944,00","1.234.840 (-128.898,35)","17 Mei 2024, pukul 23:59"
18 Mei 2024,"2.413,94 (-210,55)","15.944,00 (-218,00)",38.487.859,"77,61","15.944,00","1.237.413 (-126.325,04)","18 Mei 2024, pukul 23:59"
19 Mei 2024,"2.413,94 (-210,55)","15.944,00 (-218,00)",38.487.859,"77,61","15.944,00","1.237.413 (-126.325,04)","19 Mei 2024, pukul 23:59"
20 Mei 2024,"2.425,10 (-199,39)","15.978,00 (-184,00)",38.748.248,"77,97","15.978,00","1.245.785 (-117.953,36)","20 Mei 2024, pukul 23:59"
21 Mei 2024,"2.423,20 (-201,29)","15.980,00 (-182,00)",38.722.736,"77,91","15.980,00","1.244.965 (-118.773,58)","21 Mei 2024, pukul 23:59"
22 Mei 2024,"2.393,98 (-230,51)","16.024,00 (-138,00)",38.361.136,"76,97","16.024,00","1.233.339 (-130.399,31)","22 Mei 2024, pukul 23:59"
23 Mei 2024,"2.340,98 (-283,51)","16.024,00 (-138,00)",37.511.864,"75,26","16.024,00","1.206.034 (-157.704,04)","23 Mei 2024, pukul 23:59"
24 Mei 2024,"2.334,84 (-289,65)","16.024,00 (-138,00)",37.413.476,"75,07","16.024,00","1.202.871 (-160.867,26)","24 Mei 2024, pukul 23:59"
25 Mei 2024,"2.334,20 (-290,29)","16.024,00 (-138,00)",37.403.221,"75,05","16.024,00","1.202.541 (-161.196,98)","25 Mei 2024, pukul 23:59"
26 Mei 2024,"2.334,20 (-290,29)","16.024,00 (-138,00)",37.403.221,"75,05","16.024,00","1.202.541 (-161.196,98)","26 Mei 2024, pukul 23:59"
27 Mei 2024,"2.355,00 (-269,49)","15.995,00 (-167,00)",37.668.225,"75,72","15.995,00","1.211.062 (-152.676,90)","27 Mei 2024, pukul 23:59"
28 Mei 2024,"2.357,80 (-266,69)","16.064,00 (-98,00)",37.875.699,"75,81","16.064,00","1.217.732 (-146.006,45)","28 Mei 2024, pukul 23:59"
29 Mei 2024,"2.341,17 (-283,32)","16.095,00 (-67,00)",37.681.131,"75,27","16.095,00","1.211.476 (-152.261,96)","29 Mei 2024, pukul 23:59"
30 Mei 2024,"2.347,60 (-276,89)","16.160,00 (-2,00)",37.937.216,"75,48","16.160,00","1.219.710 (-144.028,64)","30 Mei 2024, pukul 23:59"
31 Mei 2024,"2.334,12 (-290,37)","16.253,00 (+91,00)",37.936.452,"75,04","16.253,00","1.219.685 (-144.053,19)","31 Mei 2024, pukul 23:59"
01 Juni 2024,"2.327,36 (-297,13)","16.253,00 (+91,00)",37.826.582,"74,83","16.253,00","1.216.153 (-147.585,60)","01 Juni 2024, pukul 23:58"
02 Juni 2024,"2.327,36 (-297,13)","16.253,00 (+91,00)",37.826.582,"74,83","16.253,00","1.216.153 (-147.585,60)","02 Juni 2024, pukul 23:58"
03 Juni 2024,"2.348,03 (-276,46)","16.251,00 (+89,00)",38.157.836,"75,49","16.251,00","1.226.803 (-136.935,55)","03 Juni 2024, pukul 23:59"
04 Juni 2024,"2.323,48 (-301,01)","16.225,01 (+63,01)",37.698.486,"74,70","16.225,01","1.212.034 (-151.703,98)","04 Juni 2024, pukul 23:59"
05 Juni 2024,"2.351,98 (-272,51)","16.220,00 (+58,00)",38.149.116,"75,62","16.220,00","1.226.523 (-137.215,91)","05 Juni 2024, pukul 23:59"
06 Juni 2024,"2.373,59 (-250,90)","16.282,00 (+120,00)",38.646.792,"76,31","16.282,00","1.242.523 (-121.215,23)","06 Juni 2024, pukul 23:59"
07 Juni 2024,"2.309,83 (-314,66)","16.279,00 (+117,00)",37.601.723,"74,26","16.279,00","1.208.923 (-154.815,00)","07 Juni 2024, pukul 23:59"
08 Juni 2024,"2.293,85 (-330,64)","16.279,00 (+117,00)",37.341.584,"73,75","16.279,00","1.200.560 (-163.178,65)","08 Juni 2024, pukul 23:59"
09 Juni 2024,"2.293,85 (-330,64)","16.279,00 (+117,00)",37.341.584,"73,75","16.279,00","1.200.560 (-163.178,65)","09 Juni 2024, pukul 23:59"
10 Juni 2024,"2.313,14 (-311,35)","16.218,00 (+56,00)",37.514.505,"74,37","16.218,00","1.206.119 (-157.619,13)","10 Juni 2024, pukul 23:59"
11 Juni 2024,"2.308,23 (-316,26)","16.290,00 (+128,00)",37.601.067,"74,21","16.290,00","1.208.902 (-154.836,09)","11 Juni 2024, pukul 23:59"
12 Juni 2024,"2.337,49 (-287,00)","16.295,00 (+133,00)",38.089.400,"75,15","16.295,00","1.224.603 (-139.135,82)","12 Juni 2024, pukul 23:59"
13 Juni 2024,"2.299,22 (-325,27)","16.297,00 (+135,00)",37.470.388,"73,92","16.297,00","1.204.701 (-159.037,50)","13 Juni 2024, pukul 23:59"
14 Juni 2024,"2.329,11 (-295,38)","16.286,00 (+124,00)",37.931.885,"74,88","16.286,00","1.219.538 (-144.200,02)","14 Juni 2024, pukul 23:59"
15 Juni 2024,"2.333,02 (-291,47)","16.286,00 (+124,00)",37.995.564,"75,01","16.286,00","1.221.586 (-142.152,71)","15 Juni 2024, pukul 23:59"
16 Juni 2024,"2.333,02 (-291,47)","16.286,00 (+124,00)",37.995.564,"75,01","16.286,00","1.221.586 (-142.152,71)","16 Juni 2024, pukul 23:59"
17 Juni 2024,"2.316,54 (-307,95)","16.286,00 (+124,00)",37.727.170,"74,48","16.286,00","1.212.957 (-150.781,76)","17 Juni 2024, pukul 23:59"
18 Juni 2024,"2.330,06 (-294,43)","16.286,00 (+124,00)",37.947.357,"74,91","16.286,00","1.220.036 (-143.702,59)","18 Juni 2024, pukul 23:59"
19 Juni 2024,"2.329,48 (-295,01)","16.374,00 (+212,00)",38.142.906,"74,89","16.374,00","1.226.323 (-137.415,57)","19 Juni 2024, pukul 23:59"
20 Juni 2024,"2.356,36 (-268,13)","16.368,00 (+206,00)",38.568.900,"75,76","16.368,00","1.240.019 (-123.719,51)","20 Juni 2024, pukul 23:59"
21 Juni 2024,"2.325,80 (-298,69)","16.420,00 (+258,00)",38.189.636,"74,78","16.420,00","1.227.825 (-135.913,15)","21 Juni 2024, pukul 23:59"
22 Juni 2024,"2.320,79 (-303,70)","16.420,00 (+258,00)",38.107.372,"74,62","16.420,00","1.225.180 (-138.558,00)","22 Juni 2024, pukul 23:59"
23 Juni 2024,"2.320,79 (-303,70)","16.420,00 (+258,00)",38.107.372,"74,62","16.420,00","1.225.180 (-138.558,00)","23 Juni 2024, pukul 23:59"
24 Juni 2024,"2.331,35 (-293,14)","16.458,00 (+296,00)",38.369.358,"74,95","16.458,00","1.233.604 (-130.134,94)","24 Juni 2024, pukul 23:59"
25 Juni 2024,"2.317,65 (-306,84)","16.431,00 (+269,00)",38.081.307,"74,51","16.431,00","1.224.342 (-139.396,00)","25 Juni 2024, pukul 23:59"
26 Juni 2024,"2.300,20 (-324,29)","16.379,00 (+217,00)",37.674.976,"73,95","16.379,00","1.211.279 (-152.459,86)","26 Juni 2024, pukul 23:59"
27 Juni 2024,"2.325,40 (-299,09)","16.435,00 (+273,00)",38.217.949,"74,76","16.435,00","1.228.736 (-135.002,86)","27 Juni 2024, pukul 23:59"
28 Juni 2024,"2.330,29 (-294,20)","16.421,00 (+259,00)",38.265.692,"74,92","16.421,00","1.230.271 (-133.467,89)","28 Juni 2024, pukul 23:59"
29 Juni 2024,"2.326,73 (-297,76)","16.421,00 (+259,00)",38.207.233,"74,81","16.421,00","1.228.391 (-135.347,38)","29 Juni 2024, pukul 23:59"
30 Juni 2024,"2.326,73 (-297,76)","16.421,00 (+259,00)",38.207.233,"74,81","16.421,00","1.228.391 (-135.347,38)","30 Juni 2024, pukul 23:59"
01 Juli 2024,"2.326,97 (-297,52)","16.394,00 (+232,00)",38.148.346,"74,81","16.394,00","1.226.498 (-137.240,64)","01 Juli 2024, pukul 23:58"
02 Juli 2024,"2.323,23 (-301,26)","16.355,01 (+193,01)",37.996.450,"74,69","16.355,01","1.221.614 (-142.124,22)","02 Juli 2024, pukul 23:59"
03 Juli 2024,"2.355,80 (-268,69)","16.384,00 (+222,00)",38.597.427,"75,74","16.384,00","1.240.936 (-122.802,35)","03 Juli 2024, pukul 23:59"
04 Juli 2024,"2.357,92 (-266,57)","16.387,01 (+225,01)",38.639.259,"75,81","16.387,01","1.242.281 (-121.457,44)","04 Juli 2024, pukul 23:59"
05 Juli 2024,"2.387,06 (-237,43)","16.341,01 (+179,01)",39.006.971,"76,75","16.341,01","1.254.103 (-109.635,20)","05 Juli 2024, pukul 23:59"
06 Juli 2024,"2.391,59 (-232,90)","16.341,01 (+179,01)",39.080.996,"76,89","16.341,01","1.256.483 (-107.255,25)","06 Juli 2024, pukul 23:59"
07 Juli 2024,"2.391,59 (-232,90)","16.341,01 (+179,01)",39.080.996,"76,89","16.341,01","1.256.483 (-107.255,25)","07 Juli 2024, pukul 23:59"
08 Juli 2024,"2.358,23 (-266,26)","16.312,00 (+150,00)",38.467.448,"75,82","16.312,00","1.236.757 (-126.981,29)","08 Juli 2024, pukul 23:59"
09 Juli 2024,"2.358,60 (-265,89)","16.265,00 (+103,00)",38.362.629,"75,83","16.265,00","1.233.387 (-130.351,29)","09 Juli 2024, pukul 23:59"
10 Juli 2024,"2.377,64 (-246,85)","16.281,00 (+119,00)",38.710.357,"76,44","16.281,00","1.244.567 (-119.171,58)","10 Juli 2024, pukul 23:59"
11 Juli 2024,"2.413,73 (-210,76)","16.256,00 (+94,00)",39.237.595,"77,60","16.256,00","1.261.518 (-102.220,49)","11 Juli 2024, pukul 23:59"
12 Juli 2024,"2.416,63 (-207,86)","16.200,00 (+38,00)",39.149.406,"77,70","16.200,00","1.258.683 (-105.055,82)","12 Juli 2024, pukul 23:59"
13 Juli 2024,"2.411,67 (-212,82)","16.200,00 (+38,00)",39.069.054,"77,54","16.200,00","1.256.099 (-107.639,20)","13 Juli 2024, pukul 23:59"
14 Juli 2024,"2.411,67 (-212,82)","16.200,00 (+38,00)",39.069.054,"77,54","16.200,00","1.256.099 (-107.639,20)","14 Juli 2024, pukul 23:59"
15 Juli 2024,"2.431,25 (-193,24)","16.154,00 (-8,00)",39.274.413,"78,17","16.154,00","1.262.702 (-101.036,77)","15 Juli 2024, pukul 23:59"
16 Juli 2024,"2.459,62 (-164,87)","16.174,00 (+12,00)",39.781.894,"79,08","16.174,00","1.279.018 (-84.720,87)","16 Juli 2024, pukul 23:59"
17 Juli 2024,"2.458,28 (-166,21)","16.203,00 (+41,00)",39.831.511,"79,04","16.203,00","1.280.613 (-83.125,64)","17 Juli 2024, pukul 23:59"
18 Juli 2024,"2.456,61 (-167,88)","16.129,00 (-33,00)",39.622.663,"78,98","16.129,00","1.273.898 (-89.840,27)","18 Juli 2024, pukul 23:59"
